symbol,name,country,ipo_year,volume,sector,industry
GT,The Goodyear Tire & Rubber Company Common Stock,United States,,3144755,Consumer Discretionary,Automotive Aftermarket
GTIM,Good Times Restaurants Inc. Common Stock,United States,,12984,Consumer Discretionary,Restaurants
GTLS,Chart Industries Inc. Common Stock,United States,2006.0,223793,Industrials,Metal Fabrications
GURE,Gulf Resources Inc. (NV) Common Stock,China,,16181,Industrials,Major Chemicals
HAFC,Hanmi Financial Corporation Common Stock,United States,,64605,Finance,Major Banks
HAIN,Hain Celestial Group Inc. (The) Common Stock,United States,,614775,Consumer Staples,Packaged Foods
HALO,Halozyme Therapeutics Inc. Common Stock,United States,,587814,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAS,Hasbro Inc. Common Stock,United States,,507279,Consumer Discretionary,Recreational Games/Products/Toys
HBAN,Huntington Bancshares Incorporated Common Stock,United States,,8657914,Finance,Major Banks
HBCP,Home Bancorp Inc. Common Stock,United States,2008.0,51346,Finance,Banks
HBIO,Harvard Bioscience Inc. Common Stock,United States,2000.0,148116,Industrials,Biotechnology: Laboratory Analytical Instruments
HBNC,Horizon Bancorp Inc. Common Stock,United States,,44058,Finance,Major Banks
HCKT,Hackett Group Inc (The). Common Stock,United States,,43308,Consumer Discretionary,Professional Services
HCSG,Healthcare Services Group Inc. Common Stock,United States,1983.0,136972,Health Care,Hospital/Nursing Management
HDSN,Hudson Technologies Inc. Common Stock,United States,,178340,Consumer Discretionary,Industrial Specialties
HEES,H&E Equipment Services Inc. Common Stock,United States,2006.0,276898,Industrials,Misc Corporate Leasing Services
HELE,Helen of Troy Limited Common Stock,Bermuda,,116581,Consumer Discretionary,Home Furnishings
HES,Hess Corporation Common Stock,United States,,888727,Energy,Integrated oil Companies
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,United States,2010.0,406,Finance,Savings Institutions
HFWA,Heritage Financial Corporation Common Stock,United States,,86881,Finance,Banks
HIFS,Hingham Institution for Savings Common Stock,United States,,13127,Finance,Banks
HIHO,Highway Holdings Limited Common Stock,Hong Kong,,253,Industrials,Metal Fabrications
HIMX,Himax Technologies Inc. American Depositary Shares,Taiwan,2006.0,1157107,Technology,Semiconductors
HLIT,Harmonic Inc. Common Stock,United States,1995.0,193697,Technology,Radio And Television Broadcasting And Communications Equipment
HMST,HomeStreet Inc. Common Stock,United States,2012.0,1744391,Finance,Major Banks
HNNA,Hennessy Advisors Inc. Common Stock,United States,,49958,Finance,Investment Managers
HNRG,Hallador Energy Company Common Stock,United States,,144908,Energy,Coal Mining
HOFT,Hooker Furnishings Corporation Common Stock,United States,,27881,Consumer Discretionary,Home Furnishings
HOLX,Hologic Inc. Common Stock,United States,1990.0,700123,Health Care,Medical Electronics
HOV,Hovnanian Enterprises Inc. Class A Common Stock,United States,1983.0,42982,Consumer Discretionary,Homebuilding
HQY,HealthEquity Inc. Common Stock,United States,2014.0,284560,Consumer Discretionary,Business Services
HRTX,Heron Therapeutics Inc. Common Stock,United States,,743970,Health Care,Biotechnology: Pharmaceutical Preparations
HRZN,Horizon Technology Finance Corporation Common Stock,United States,2010.0,126131,Finance,Finance: Consumer Services
HSIC,Henry Schein Inc. Common Stock,United States,1995.0,397770,Health Care,Medical Specialities
HSII,Heidrick & Struggles International Inc. Common Stock,United States,1999.0,32583,Consumer Discretionary,Diversified Commercial Services
HSON,Hudson Global Inc. Common Stock,United States,,347,Consumer Discretionary,Professional Services
HSTM,HealthStream Inc. Common Stock,United States,2000.0,51057,Technology,Computer Software: Programming Data Processing
HTBK,Heritage Commerce Corp Common Stock,United States,,85349,Finance,Major Banks
HTHT,H World Group Limited American Depositary Shares,China,2010.0,781659,Consumer Discretionary,Hotels/Resorts
HTLD,Heartland Express Inc. Common Stock,United States,1986.0,140904,Industrials,Trucking Freight/Courier Services
HUBG,Hub Group Inc. Class A Common Stock,United States,1996.0,149346,Consumer Discretionary,Oil Refining/Marketing
HURC,Hurco Companies Inc. Common Stock,United States,,4933,Industrials,Industrial Machinery/Components
HURN,Huron Consulting Group Inc. Common Stock,United States,2004.0,80220,Consumer Discretionary,Professional Services
HWBK,Hawthorn Bancshares Inc. Common Stock,United States,,6958,Finance,Major Banks
HWKN,Hawkins Inc. Common Stock,United States,,23060,Consumer Discretionary,Specialty Chemicals
IAC,IAC Inc. Common Stock,United States,,321186,Technology,Computer Software: Programming Data Processing
IART,Integra LifeSciences Holdings Corporation Common Stock,United States,,284003,Health Care,Medical/Dental Instruments
IBCP,Independent Bank Corporation Common Stock,United States,,24371,Finance,Major Banks
IBKR,Interactive Brokers Group Inc. Class A Common Stock,United States,2019.0,810499,Finance,Investment Bankers/Brokers/Service
IBOC,International Bancshares Corporation Common Stock,United States,,62906,Finance,Major Banks
ICCC,ImmuCell Corporation Common Stock,United States,1987.0,7907,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ICFI,ICF International Inc. Common Stock,United States,2006.0,80021,Consumer Discretionary,Professional Services
ICUI,ICU Medical Inc. Common Stock,United States,1992.0,148747,Health Care,Medical/Dental Instruments
IDCC,InterDigital Inc. Common Stock,United States,,149053,Miscellaneous,Multi-Sector Companies
IDXX,IDEXX Laboratories Inc. Common Stock,United States,1991.0,282989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IEP,Icahn Enterprises L.P. Common Stock,United States,,276057,Consumer Discretionary,Auto Parts:O.E.M.
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,United States,2011.0,19285,Finance,Investment Managers
III,Information Services Group Inc. Common Stock,United States,,131053,Consumer Discretionary,Professional Services
IIIN,Insteel Industries Inc. Common Stock,United States,,35407,Industrials,Steel/Iron Ore
ILMN,Illumina Inc. Common Stock,United States,2000.0,736922,Health Care,Medical Specialities
IMKTA,Ingles Markets Incorporated Class A Common Stock,United States,1987.0,29256,Consumer Staples,Food Chains
IMMR,Immersion Corporation Common Stock,United States,1999.0,136537,Technology,Computer peripheral equipment
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,Taiwan,,25785,Technology,Semiconductors
INBK,First Internet Bancorp Common Stock,United States,,70056,Finance,Major Banks
INCR,Intercure Ltd. Ordinary Shares,Israel,,4928,Health Care,Biotechnology: Pharmaceutical Preparations
INCY,Incyte Corp. Common Stock,United States,,574216,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,United States,,64542,Finance,Major Banks
INFA,Informatica Inc. Class A Common Stock,United States,2021.0,700318,Technology,Computer Software: Prepackaged Software
INGN,Inogen Inc Common Stock,United States,2014.0,201224,Health Care,Industrial Specialties
INO,Inovio Pharmaceuticals Inc. Common Stock,United States,,646298,Health Care,Medical/Dental Instruments
INOD,Innodata Inc. Common Stock,United States,1993.0,692623,Technology,EDP Services
INTC,Intel Corporation Common Stock,United States,,37356557,Technology,Semiconductors
INTG,Intergroup Corporation (The) Common Stock,United States,,724,Real Estate,Building operators
INTU,Intuit Inc. Common Stock,United States,1993.0,1115057,Technology,Computer Software: Prepackaged Software
INVE,Identiv Inc. Common Stock,United States,,56402,Technology,Computer peripheral equipment
IOSP,Innospec Inc. Common Stock,United States,,48164,Industrials,Major Chemicals
IPAR,Interparfums Inc. Common Stock,United States,,82885,Consumer Discretionary,Package Goods/Cosmetics
IPDN,Professional Diversity Network Inc. Common Stock,United States,2013.0,1727,Technology,Computer Software: Programming Data Processing
IPGP,IPG Photonics Corporation Common Stock,United States,2006.0,96567,Technology,Semiconductors
IPWR,Ideal Power Inc. Common Stock,United States,2013.0,5702,Technology,Semiconductors
IRBT,iRobot Corporation Common Stock,United States,2005.0,830745,Consumer Discretionary,Consumer Electronics/Appliances
IRDM,Iridium Communications Inc Common Stock,United States,,404046,Telecommunications,Telecommunications Equipment
IRIX,IRIDEX Corporation Common Stock,United States,1996.0,102912,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRMD,iRadimed Corporation Common Stock,United States,2014.0,12003,Health Care,Medical/Dental Instruments
IROQ,IF Bancorp Inc. Common Stock,United States,2011.0,2059,Finance,Savings Institutions
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,United States,2010.0,1281118,Health Care,Biotechnology: Pharmaceutical Preparations
ISRG,Intuitive Surgical Inc. Common Stock,United States,2000.0,950176,Health Care,Industrial Specialties
ISSC,Innovative Solutions and Support Inc. Common Stock,United States,2000.0,65762,Technology,EDP Services
ISTR,Investar Holding Corporation Common Stock,United States,2014.0,6939,Finance,Major Banks
ITIC,Investors Title Company Common Stock,United States,,746,Finance,Specialty Insurers
ITRI,Itron Inc. Common Stock,United States,1993.0,160385,Industrials,Electrical Products
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Israel,2005.0,37052,Technology,Electronic Components
IVAC,Intevac Inc. Common Stock,United States,1995.0,1,Technology,Industrial Machinery/Components
JACK,Jack In The Box Inc. Common Stock,United States,,493280,Consumer Discretionary,Restaurants
JAKK,JAKKS Pacific Inc. Common Stock,United States,1996.0,38601,Consumer Discretionary,Recreational Games/Products/Toys
JBHT,J.B. Hunt Transport Services Inc. Common Stock,United States,,274271,Industrials,Trucking Freight/Courier Services
JBLU,JetBlue Airways Corporation Common Stock,United States,2002.0,23395925,Consumer Discretionary,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc. Common Stock,United States,1991.0,17362,Consumer Staples,Specialty Foods
JD,JD.com Inc. American Depositary Shares,China,2014.0,4600915,Consumer Discretionary,Other Specialty Stores
JJSF,J & J Snack Foods Corp. Common Stock,United States,1986.0,90716,Consumer Staples,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,United States,1985.0,300097,Technology,EDP Services
JOUT,Johnson Outdoors Inc. Class A Common Stock,United States,,14548,Consumer Discretionary,Recreational Games/Products/Toys
JRVR,James River Group Holdings Ltd. Common Shares,Bermuda,2014.0,60835,Finance,Property-Casualty Insurers
JVA,Coffee Holding Co. Inc. Common Stock,United States,2005.0,126510,Consumer Staples,Packaged Foods
JYNT,The Joint Corp. Common Stock,United States,2014.0,26308,Miscellaneous,Multi-Sector Companies
KALU,Kaiser Aluminum Corporation Common Stock,United States,,56655,Industrials,Metal Fabrications
KE,Kimball Electronics Inc. Common Stock,United States,,33903,Technology,Electrical Products
KELYA,Kelly Services Inc. Class A Common Stock,United States,,68346,Consumer Discretionary,Professional Services
KEQU,Kewaunee Scientific Corporation Common Stock,United States,,12583,Industrials,Medical Specialities
KFFB,Kentucky First Federal Bancorp Common Stock,United States,2005.0,356,Finance,Savings Institutions
KFRC,Kforce Inc. Common Stock,United States,1995.0,21094,Consumer Discretionary,Professional Services
KINS,Kingstone Companies Inc. Common Stock,United States,,134985,Finance,Property-Casualty Insurers
KIRK,Kirkland's Inc. COMMONSTOCK,United States,2002.0,61751,Consumer Discretionary,Other Specialty Stores
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Singapore,,177407,Technology,Semiconductors
KMDA,Kamada Ltd. Ordinary Shares,Israel,2013.0,99068,Health Care,Biotechnology: Pharmaceutical Preparations
KNDI,Kandi Technologies Group Inc. Ordinary Shares,China,,119386,Consumer Discretionary,Auto Manufacturing
KOPN,Kopin Corporation Common Stock,United States,1992.0,2571562,Technology,Semiconductors
KOSS,Koss Corporation Common Stock,United States,,25587,Consumer Staples,Consumer Electronics/Appliances
KPTI,Karyopharm Therapeutics Inc. Common Stock,United States,2013.0,157492,Health Care,Biotechnology: Pharmaceutical Preparations
KRNY,Kearny Financial Corp Common Stock,United States,2005.0,101392,Finance,Savings Institutions
KTCC,Key Tronic Corporation Common Stock,United States,1983.0,13415,Technology,Electrical Products
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,,1278298,Industrials,Military/Government/Technical
KVHI,KVH Industries Inc. Common Stock,United States,1996.0,13927,Technology,Radio And Television Broadcasting And Communications Equipment
LAKE,Lakeland Industries Inc. Common Stock,United States,1986.0,24955,Health Care,Industrial Specialties
LAMR,Lamar Advertising Company Class A Common Stock,United States,1996.0,135013,Real Estate,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,United States,,67157,Consumer Staples,Packaged Foods
LAND,Gladstone Land Corporation Common Stock,United States,1993.0,195255,Real Estate,Real Estate Investment Trusts
LARK,Landmark Bancorp Inc. Common Stock,United States,,9662,Finance,Major Banks
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,,33477,Telecommunications,Cable & Other Pay Television Services
LBTYA,Liberty Global Ltd. Class A Common Shares,United Kingdom,,471305,Telecommunications,Cable & Other Pay Television Services
LCUT,Lifetime Brands Inc. Common Stock,United States,1991.0,16168,Consumer Discretionary,Industrial Machinery/Components
LE,Lands' End Inc. Common Stock,United States,,29763,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,,76861,Industrials,Industrial Machinery/Components
LEDS,SemiLEDS Corporation Common Stock,Taiwan,2010.0,9636,Technology,Semiconductors
LFUS,Littelfuse Inc. Common Stock,United States,,78759,Energy,Electrical Products
LFVN,Lifevantage Corporation Common Stock (Delaware),United States,,105691,Health Care,Biotechnology: Pharmaceutical Preparations
LGCY,Legacy Education Inc. Common Stock,,2024.0,5422,Real Estate,Other Consumer Services
LGIH,LGI Homes Inc. Common Stock,United States,2013.0,94185,Consumer Discretionary,Homebuilding
LGND,Ligand Pharmaceuticals Incorporated Common Stock,United States,,48954,Health Care,Biotechnology: Pharmaceutical Preparations
LILA,Liberty Latin America Ltd. Class A Common Stock,United States,,85848,Telecommunications,Cable & Other Pay Television Services
LINC,Lincoln Educational Services Corporation Common Stock,United States,2005.0,87315,Real Estate,Other Consumer Services
LION,Lionsgate Studios Corp. Common Shares,United States,,104361,Consumer Discretionary,Movies/Entertainment
LKFN,Lakeland Financial Corporation Common Stock,United States,,59582,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,United States,2003.0,1048384,Consumer Discretionary,Motor Vehicles
LMAT,LeMaitre Vascular Inc. Common Stock,United States,2006.0,36707,Health Care,Medical/Dental Instruments
LMNR,Limoneira Co Common Stock,United States,,23488,Consumer Staples,Farming/Seeds/Milling
LOAN,Manhattan Bridge Capital Inc,United States,,61080,Real Estate,Real Estate Investment Trusts
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States,2014.0,84403,Consumer Discretionary,Restaurants
LOGI,Logitech International S.A. Ordinary Shares,United States,1997.0,454592,Technology,Computer peripheral equipment
LOPE,Grand Canyon Education Inc. Common Stock,United States,2008.0,84278,Real Estate,Other Consumer Services
LPCN,Lipocine Inc. Common Stock,United States,,6008,Health Care,Biotechnology: Pharmaceutical Preparations
LPLA,LPL Financial Holdings Inc. Common Stock,United States,2010.0,719918,Finance,Investment Bankers/Brokers/Service
LPSN,LivePerson Inc. Common Stock,United States,2000.0,835265,Technology,Computer Software: Prepackaged Software
LPTH,LightPath Technologies Inc. Class A Common Stock,United States,1996.0,97714,Technology,Semiconductors
LQDT,Liquidity Services Inc. Common Stock,United States,2006.0,196729,Consumer Discretionary,Business Services
LSBK,Lake Shore Bancorp Inc. Common Stock,United States,2006.0,6670,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation Common Stock,United States,,1667521,Technology,Semiconductors
LSTR,Landstar System Inc. Common Stock,United States,1993.0,191168,Industrials,Trucking Freight/Courier Services
LTBR,Lightbridge Corporation Common Stock,United States,,787506,Consumer Discretionary,Professional Services
LTRX,Lantronix Inc. Common Stock,United States,2000.0,174888,Telecommunications,Computer Communications Equipment
LULU,lululemon athletica inc. Common Stock,Canada,2007.0,2444166,Consumer Discretionary,Apparel
LWAY,Lifeway Foods Inc. Common Stock,United States,,19132,Consumer Staples,Packaged Foods
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States,,63594181,Health Care,Biotechnology: Pharmaceutical Preparations
LYTS,LSI Industries Inc. Common Stock,United States,1985.0,72020,Consumer Discretionary,Building Products
MA,Mastercard Incorporated Common Stock,United States,2006.0,1982285,Consumer Discretionary,Business Services
MANH,Manhattan Associates Inc. Common Stock,United States,1998.0,235432,Technology,Computer Software: Prepackaged Software
MAR,Marriott International Class A Common Stock,United States,,656838,Consumer Discretionary,Hotels/Resorts
MARA,MARA Holdings Inc. Common Stock,United States,,22168837,Technology,EDP Services
MARPS,Marine Petroleum Trust Units of Beneficial Interest,United States,,124,Energy,Oil & Gas Production
MASI,Masimo Corporation Common Stock,United States,2007.0,161007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MAT,Mattel Inc. Common Stock,United States,,1269309,Consumer Discretionary,Recreational Games/Products/Toys
MATW,Matthews International Corporation Class A Common Stock,United States,1994.0,52606,Telecommunications,Metal Fabrications
MAYS,J. W. Mays Inc. Common Stock,United States,,295,Real Estate,Building operators
MBCN,Middlefield Banc Corp. Common Stock,United States,,1880,Finance,Major Banks
MBUU,Malibu Boats Inc. Class A Common Stock,United States,2014.0,99317,Industrials,Marine Transportation
MBWM,Mercantile Bank Corporation Common Stock,United States,1998.0,12695,Finance,Major Banks
MCHP,Microchip Technology Incorporated Common Stock,United States,1993.0,4190188,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,United States,2004.0,9419,Consumer Discretionary,Business Services
MCRI,Monarch Casino & Resort Inc. Common Stock,United States,1993.0,22216,Consumer Discretionary,Hotels/Resorts
MDLZ,Mondelez International Inc. Class A Common Stock,United States,,4283385,Consumer Staples,Packaged Foods
MDWD,MediWound Ltd. Ordinary Shares,Israel,2014.0,84733,Health Care, Medicinal Chemicals and Botanical Products 
MDXG,MiMedx Group Inc Common Stock,United States,,156325,Health Care,Biotechnology: Pharmaceutical Preparations
MEIP,MEI Pharma Inc. Common Stock,United States,2003.0,10023,Health Care,Biotechnology: Pharmaceutical Preparations
MELI,MercadoLibre Inc. Common Stock,Argentina,2007.0,370845,Consumer Discretionary,Business Services
MEOH,Methanex Corporation Common Stock,Canada,,73368,Industrials,Major Chemicals
MERC,Mercer International Inc. Common Stock,Canada,,147968,Basic Materials,Paper
MET,MetLife Inc. Common Stock,United States,2000.0,2169511,Finance,Life Insurance
MGEE,MGE Energy Inc,United States,,21902,Energy,Electric Utilities: Central
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel,1991.0,49347,Technology,Computer Software: Prepackaged Software
MGNX,MacroGenics Inc. Common Stock,United States,2013.0,573034,Health Care,Biotechnology: Pharmaceutical Preparations
MGPI,MGP Ingredients Inc.,United States,,108680,Consumer Staples,Beverages (Production/Distribution)
MGRC,McGrath RentCorp Common Stock,United States,1984.0,44258,Consumer Discretionary,Diversified Commercial Services
MGYR,Magyar Bancorp Inc. Common Stock,United States,2006.0,755,Finance,Savings Institutions
MHLD,Maiden Holdings Ltd.,Bermuda,2008.0,37979,Finance,Property-Casualty Insurers
MIDD,Middleby Corporation (The) Common Stock,United States,,158464,Industrials,Industrial Machinery/Components
MIND,MIND Technology Inc. Common Stock (DE),United States,1994.0,137263,Industrials,Industrial Machinery/Components
MITK,Mitek Systems Inc. Common Stock,United States,,151885,Technology,Computer peripheral equipment
MKSI,MKS Instruments Inc. Common Stock,United States,1999.0,374621,Industrials,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc. Common Stock,United States,2004.0,118274,Finance,Investment Bankers/Brokers/Service
MLAB,Mesa Laboratories Inc. Common Stock,United States,,37437,Industrials,Industrial Machinery/Components
MLNK,MeridianLink Inc. Common Stock,United States,2021.0,51961,Technology,Computer Software: Prepackaged Software
MMLP,Martin Midstream Partners L.P. Limited Partnership,United States,2002.0,19847,Energy,Oil Refining/Marketing
MMS,Maximus Inc. Common Stock,United States,1997.0,131564,Consumer Discretionary,Business Services
MMSI,Merit Medical Systems Inc. Common Stock,United States,,191189,Health Care,Medical/Dental Instruments
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States,1992.0,92224,Finance,Investment Managers
MMYT,MakeMyTrip Limited Ordinary Shares,India,2010.0,480386,Consumer Discretionary,Transportation Services
MNDO,MIND C.T.I. Ltd. Ordinary Shares,Israel,,24303,Technology,EDP Services
MNKD,MannKind Corporation Common Stock,United States,2004.0,991999,Health Care,Biotechnology: Pharmaceutical Preparations
MNOV,Medicinova Inc Common Stock,United States,,14672,Health Care,Biotechnology: Pharmaceutical Preparations
MNRO,Monro Inc. Common Stock,United States,1991.0,1101202,Consumer Discretionary,Automotive Aftermarket
MNST,Monster Beverage Corporation,United States,,2193406,Consumer Staples,Beverages (Production/Distribution)
MOFG,MidWestOne Financial Gp Common Stock,United States,,25413,Finance,Major Banks
MOMO,Hello Group Inc. American Depositary Shares,China,2014.0,545368,Technology,Computer Software: Prepackaged Software
MORN,Morningstar Inc. Common Stock,United States,2005.0,54836,Finance,Investment Managers
MPAA,Motorcar Parts  of America Inc. Common Stock,United States,,39345,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,United States,,18881,Finance,Major Banks
MPWR,Monolithic Power Systems Inc. Common Stock,United States,2004.0,348607,Technology,Semiconductors
MRCC,Monroe Capital Corporation Common Stock,United States,2012.0,97992,Finance,Investment Managers
MRCY,Mercury Systems Inc Common Stock,United States,1998.0,140322,Technology,Electrical Products
MRTN,Marten Transport Ltd. Common Stock,United States,1986.0,141030,Industrials,Trucking Freight/Courier Services
MRVL,Marvell Technology Inc. Common Stock,United States,2000.0,8472372,Technology,Semiconductors
MSEX,Middlesex Water Company Common Stock,United States,,93533,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,United States,1986.0,14159613,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated Common Stock Class A,United States,1998.0,10404571,Technology,Computer Software: Prepackaged Software
MTEX,Mannatech Incorporated Common Stock,United States,,1743,Health Care, Medicinal Chemicals and Botanical Products 
MTLS,Materialise NV American Depositary Shares,Belgium,2014.0,103745,Technology,Computer Software: Prepackaged Software
MTRX,Matrix Service Company Common Stock,United States,1990.0,69185,Consumer Discretionary,Engineering & Construction
MU,Micron Technology Inc. Common Stock,United States,,12367741,Technology,Semiconductors
MVIS,MicroVision Inc. Common Stock,United States,1996.0,2456249,Technology,Industrial Machinery/Components
MYGN,Myriad Genetics Inc. Common Stock,United States,1995.0,353426,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYRG,MYR Group Inc. Common Stock,United States,2008.0,51206,Industrials,Water Sewer Pipeline Comm & Power Line Construction
NAII,Natural Alternatives International Inc. Common Stock,United States,,2369,Health Care, Medicinal Chemicals and Botanical Products 
NATH,Nathan's Famous Inc. Common Stock,United States,1993.0,1966,Consumer Discretionary,Restaurants
NATR,Nature's Sunshine Products Inc. Common Stock,United States,,25440,Health Care,Biotechnology: Pharmaceutical Preparations
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,1996.0,363580,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,United States,,10553,Finance,Major Banks
NBTB,NBT Bancorp Inc. Common Stock,United States,,58332,Finance,Major Banks
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States,,5858643,Consumer Discretionary,Marine Transportation
NCMI,National CineMedia Inc. Common Stock,United States,2007.0,415922,Consumer Discretionary,Advertising
NCTY,The9 Limited American Depository Shares,China,2004.0,131157,Finance,Finance: Consumer Services
NDLS,Noodles & Company Class A Common Stock,United States,2013.0,59205,Consumer Discretionary,Restaurants
NDSN,Nordson Corporation Common Stock,United States,,116400,Industrials,Industrial Machinery/Components
NECB,NorthEast Community Bancorp Inc. Common Stock,United States,2021.0,34138,Finance,Banks
NEO,NeoGenomics Inc. Common Stock,United States,,388268,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,United States,1989.0,1029159,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,Sweden,,22848,Technology,Industrial Machinery/Components
NERV,Minerva Neurosciences Inc Common Stock,United States,2014.0,18374,Health Care,Biotechnology: Pharmaceutical Preparations
NEWT,NewtekOne Inc. Common Stock,United States,,133624,Finance,Major Banks
NFLX,Netflix Inc. Common Stock,United States,2002.0,2479669,Consumer Discretionary,Consumer Electronics/Video Chains
NICE,NICE Ltd American Depositary Shares,Israel,,306680,Technology,Computer Software: Prepackaged Software
NKSH,National Bankshares Inc. Common Stock,United States,,29208,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,United States,,2560023,Health Care,Biotechnology: Pharmaceutical Preparations
NMIH,NMI Holdings Inc. Common Stock,United States,2013.0,94501,Finance,Property-Casualty Insurers
NNBR,NN Inc. Common Stock,United States,1994.0,123976,Industrials,Industrial Machinery/Components
NRIM,Northrim BanCorp Inc Common Stock,United States,,6558,Finance,Savings Institutions
NSIT,Insight Enterprises Inc. Common Stock,United States,1995.0,157521,Consumer Discretionary,Catalog/Specialty Distribution
NSSC,NAPCO Security Technologies Inc. Common Stock,United States,,99868,Telecommunications,Telecommunications Equipment
NSYS,Nortech Systems Incorporated Common Stock,United States,,12428,Technology,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,United States,1995.0,1251897,Technology,Electronic Components
NTCT,NetScout Systems Inc. Common Stock,United States,1999.0,131013,Technology,EDP Services
NTES,NetEase Inc. American Depositary Shares,China,,598592,Technology,Computer Software: Prepackaged Software
NTGR,NETGEAR Inc. Common Stock,United States,2003.0,99600,Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation Common Stock,United States,,4894,Industrials,Industrial Specialties
NTRS,Northern Trust Corporation Common Stock,United States,,507066,Finance,Major Banks
NTWK,NetSol Technologies Inc. Common  Stock,United States,,3335,Technology,Computer Software: Prepackaged Software
NURO,NeuroMetrix Inc. Common Stock,United States,2004.0,2428,Health Care,Medical/Dental Instruments
NVAX,Novavax Inc. Common Stock,United States,,2918526,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVDA,NVIDIA Corporation Common Stock,United States,1999.0,174931304,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,United States,,16264,Technology,Semiconductors
NVFY,Nova Lifestyle Inc. Common Stock,United States,,5831,Consumer Discretionary,Home Furnishings
NVMI,Nova Ltd. Ordinary Shares,Israel,2000.0,126077,Technology,Electronic Components
NWBI,Northwest Bancshares Inc. Common Stock,United States,2009.0,226915,Finance,Major Banks
NWFL,Norwood Financial Corp. Common Stock,United States,,13771,Finance,Major Banks
NWPX,Northwest Pipe Company Common Stock,United States,1995.0,17132,Industrials,Steel/Iron Ore
NWSA,News Corporation Class A Common Stock,United States,,2776354,Consumer Discretionary,Newspapers/Magazines
NXPI,NXP Semiconductors N.V. Common Stock,Netherlands,2010.0,1732775,Technology,Semiconductors
NYMT,New York Mortgage Trust Inc. Common Stock,United States,,311539,Real Estate,Real Estate Investment Trusts
OCC,Optical Cable Corporation Common Stock,United States,,10823,Industrials,Telecommunications Equipment
OCFC,OceanFirst Financial Corp. Common Stock,United States,,59014,Finance,Major Banks
OCUL,Ocular Therapeutix Inc. Common Stock,United States,2014.0,595019,Health Care,Biotechnology: Pharmaceutical Preparations
ODFL,Old Dominion Freight Line Inc. Common Stock,United States,1991.0,555650,Industrials,Trucking Freight/Courier Services
ODP,The ODP Corporation Common Stock,United States,,362075,Consumer Discretionary,Other Specialty Stores
OFIX,Orthofix Medical Inc. Common Stock (DE),Curacao,1992.0,88881,Health Care,Medical/Dental Instruments
OFLX,Omega Flex Inc. Common Stock,United States,,19839,Industrials,Industrial Specialties
OFS,OFS Capital Corporation Common Stock,United States,,48402,Finance,Finance/Investors Services
OIS,Oil States International Inc. Common Stock,United States,2001.0,200615,Industrials,Metal Fabrications
OKE,ONEOK Inc. Common Stock,United States,,877017,Utilities,Oil & Gas Production
OLED,Universal Display Corporation Common Stock,United States,,382876,Technology,Electrical Products
